Date,Threat Name,Temperature (°C),Precipitation (mm),Threat Type,Wildlife Affected,Severity
23 February,Deforestation,7,596,Human Made,Medium,10
23 February,Overgrazing,25,674,Human Made,High,1
23 February,Fire,15,500,Natural,Medium,6
23 February,Storm,5,502,Natural,Low,9
23 February,Lightning,37,97,Natural,Low,10
23 February,Disease,8,548,Natural,Medium,3
23 February,Lightning,47,700,Natural,Low,10
23 February,Poaching,12,372,Human Made,High,10
23 February,Drought,29,189,Natural,Medium,3
23 February,Deforestation,34,613,Human Made,Medium,5
23 February,Deforestation,6,565,Human Made,Medium,2
23 February,Flood,10,248,Natural,Medium,10
23 February,Pollution,32,625,Human Made,High,8
23 February,Poaching,37,370,Human Made,Low,6
23 February,Earthquake,30,663,Natural,High,4
23 February,Disease,15,91,Natural,High,1
23 February,Deforestation,15,327,Human Made,High,7
23 February,Landslide,2,674,Natural,Low,6
23 February,Fire,43,35,Natural,High,6
23 February,Flood,29,78,Natural,Low,8
23 February,Storm,37,677,Natural,High,8
23 February,Earthquake,50,562,Natural,Low,8
23 February,Earthquake,35,591,Natural,High,6
23 February,Poaching,17,459,Human Made,High,7
23 February,Fire,24,27,Natural,High,8
23 February,Deforestation,26,542,Human Made,Medium,6
23 February,Fire,1,359,Natural,High,3
23 February,Disease,35,49,Natural,High,4
23 February,Earthquake,10,661,Natural,Low,1
23 February,Landslide,27,191,Natural,High,9
23 February,Poaching,23,553,Human Made,High,8
23 February,Overgrazing,35,481,Human Made,High,3
23 February,Flood,42,553,Natural,Low,4
23 February,Overgrazing,23,176,Human Made,Medium,2
23 February,Fire,12,241,Natural,High,7
23 February,Earthquake,8,283,Natural,High,8
23 February,Overgrazing,34,616,Human Made,Low,2
23 February,Fire,49,80,Natural,High,9
23 February,Pollution,39,133,Human Made,Medium,7
23 February,Drought,37,101,Natural,Low,3
23 February,Pollution,39,120,Human Made,Low,3
23 February,Overgrazing,1,16,Human Made,High,8
23 February,Earthquake,46,387,Natural,High,1
23 February,Landslide,29,85,Natural,High,1
23 February,Drought,25,567,Natural,Low,4
23 February,Storm,49,331,Natural,Low,7
23 February,Deforestation,29,321,Human Made,Low,3
23 February,Disease,45,615,Natural,Medium,5
23 February,Poaching,32,400,Human Made,Medium,5
23 February,Earthquake,21,86,Natural,High,5
23 February,Lightning,8,147,Natural,High,9
23 February,Disease,6,34,Natural,Low,5
23 February,Overgrazing,13,327,Human Made,Low,5
23 February,Lightning,15,4,Natural,Low,5
23 February,Landslide,45,601,Natural,Low,4
23 February,Overgrazing,30,417,Human Made,Medium,3
23 February,Disease,10,91,Natural,High,7
23 February,Drought,28,500,Natural,Low,3
23 February,Earthquake,41,182,Natural,Low,7
23 February,Drought,12,487,Natural,High,10
23 February,Disease,33,136,Natural,Medium,7
23 February,Drought,1,271,Natural,Medium,9
23 February,Poaching,5,36,Human Made,High,1
23 February,Fire,48,467,Natural,Low,1
24 February,Deforestation,26,153,Human Made,Low,6
24 February,Pollution,12,160,Human Made,Medium,1
24 February,Earthquake,14,280,Natural,High,7
24 February,Earthquake,40,199,Natural,Low,10
24 February,Poaching,10,59,Human Made,High,8
24 February,Pollution,37,330,Human Made,High,5
24 February,Pollution,45,350,Human Made,Low,5
24 February,Landslide,5,699,Natural,High,1
24 February,Overgrazing,22,650,Human Made,Low,4
24 February,Deforestation,42,425,Human Made,Medium,1
24 February,Overgrazing,37,407,Human Made,High,3
24 February,Overgrazing,32,168,Human Made,Low,10
24 February,Pollution,19,496,Human Made,Low,5
24 February,Poaching,4,447,Human Made,Low,5
24 February,Fire,35,526,Natural,High,1
24 February,Deforestation,1,335,Human Made,High,2
24 February,Fire,13,127,Natural,Low,8
24 February,Drought,5,83,Natural,High,6
24 February,Drought,25,406,Natural,Low,9
24 February,Landslide,21,544,Natural,Medium,5
24 February,Fire,45,415,Natural,Low,3
24 February,Storm,30,543,Natural,Medium,8
24 February,Overgrazing,22,666,Human Made,High,5
24 February,Deforestation,32,636,Human Made,High,7
24 February,Lightning,25,7,Natural,Medium,5
24 February,Deforestation,36,1,Human Made,Low,8
24 February,Fire,35,656,Natural,Low,4
24 February,Pollution,7,698,Human Made,Low,6
24 February,Disease,47,252,Natural,Low,8
24 February,Lightning,32,69,Natural,High,9
24 February,Poaching,24,411,Human Made,Medium,9
24 February,Lightning,15,91,Natural,Medium,6
24 February,Disease,8,386,Natural,High,1
24 February,Poaching,11,146,Human Made,Medium,8
24 February,Disease,8,634,Natural,High,2
24 February,Overgrazing,16,464,Human Made,Medium,6
24 February,Overgrazing,6,654,Human Made,Low,4
24 February,Landslide,35,374,Natural,Low,4
24 February,Disease,39,664,Natural,Medium,10
24 February,Pollution,27,627,Human Made,Medium,9
24 February,Landslide,5,75,Natural,High,10
24 February,Overgrazing,32,441,Human Made,Low,2
24 February,Flood,10,198,Natural,High,4
24 February,Overgrazing,21,34,Human Made,High,3
24 February,Disease,32,389,Natural,Low,5
24 February,Poaching,20,83,Human Made,Low,8
24 February,Storm,9,89,Natural,Medium,5
24 February,Overgrazing,6,539,Human Made,Medium,9
24 February,Fire,48,554,Natural,High,1
24 February,Earthquake,14,593,Natural,Low,6
24 February,Drought,10,6,Natural,Medium,7
24 February,Poaching,30,498,Human Made,Low,6
24 February,Storm,31,75,Natural,Medium,6
24 February,Landslide,37,610,Natural,High,10
24 February,Landslide,26,461,Natural,High,7
24 February,Earthquake,50,51,Natural,Medium,9
24 February,Flood,1,64,Natural,High,6
24 February,Fire,19,354,Natural,Medium,1
24 February,Flood,30,347,Natural,High,8
24 February,Lightning,47,317,Natural,Medium,6
24 February,Landslide,21,569,Natural,High,7
24 February,Poaching,18,605,Human Made,High,1
24 February,Overgrazing,17,411,Human Made,Low,2
24 February,Pollution,13,650,Human Made,Medium,3
24 February,Fire,46,424,Natural,Medium,7
24 February,Pollution,17,473,Human Made,Low,5
24 February,Poaching,41,432,Human Made,Low,5
24 February,Fire,27,433,Natural,Low,8
24 February,Pollution,4,564,Human Made,Low,5
24 February,Disease,3,690,Natural,Medium,8
24 February,Flood,15,216,Natural,High,1
24 February,Disease,41,68,Natural,Low,1
24 February,Pollution,20,86,Human Made,Medium,8
24 February,Poaching,47,282,Human Made,Medium,3
24 February,Drought,11,221,Natural,High,1
24 February,Disease,22,104,Natural,Medium,5
24 February,Storm,40,235,Natural,High,4
24 February,Overgrazing,14,145,Human Made,Low,1
24 February,Landslide,48,539,Natural,High,1
24 February,Flood,15,214,Natural,Medium,10
24 February,Overgrazing,25,436,Human Made,Low,9
24 February,Deforestation,47,162,Human Made,High,3
25 February,Pollution,28,575,Human Made,Medium,8
25 February,Poaching,7,333,Human Made,Low,2
25 February,Landslide,46,336,Natural,Low,10
25 February,Earthquake,18,471,Natural,Medium,9
25 February,Pollution,39,266,Human Made,Low,7
25 February,Lightning,29,513,Natural,Low,2
25 February,Landslide,1,630,Natural,High,10
25 February,Drought,32,47,Natural,Low,8
25 February,Lightning,20,638,Natural,Low,4
25 February,Landslide,43,22,Natural,Low,6
25 February,Pollution,13,30,Human Made,Low,8
25 February,Earthquake,27,627,Natural,Medium,8
25 February,Landslide,25,144,Natural,High,5
25 February,Poaching,13,166,Human Made,High,1
25 February,Disease,47,177,Natural,High,3
25 February,Landslide,37,402,Natural,High,10
25 February,Flood,12,407,Natural,Low,8
25 February,Flood,21,69,Natural,Medium,4
25 February,Storm,34,584,Natural,Medium,10
25 February,Deforestation,17,240,Human Made,Low,10
25 February,Disease,12,561,Natural,High,10
25 February,Flood,30,20,Natural,High,10
25 February,Disease,17,611,Natural,Low,6
25 February,Landslide,12,510,Natural,Medium,2
25 February,Disease,38,36,Natural,Low,5
25 February,Disease,42,11,Natural,Low,7
25 February,Drought,33,36,Natural,Low,2
25 February,Flood,37,306,Natural,High,6
25 February,Flood,28,597,Natural,High,10
25 February,Disease,42,160,Natural,Medium,3
25 February,Overgrazing,34,323,Human Made,Low,8
25 February,Pollution,26,526,Human Made,Medium,1
25 February,Deforestation,42,700,Human Made,Medium,4
25 February,Overgrazing,23,11,Human Made,High,1
25 February,Landslide,34,177,Natural,High,7
25 February,Disease,46,147,Natural,Low,4
25 February,Disease,47,211,Natural,Medium,3
25 February,Fire,47,287,Natural,Low,10
25 February,Lightning,44,641,Natural,High,7
25 February,Flood,38,569,Natural,High,9
25 February,Overgrazing,17,276,Human Made,Low,8
25 February,Disease,4,644,Natural,High,3
25 February,Pollution,2,150,Human Made,Low,9
25 February,Earthquake,42,201,Natural,Low,8
25 February,Drought,34,673,Natural,Medium,2
25 February,Poaching,4,508,Human Made,Low,7
25 February,Fire,19,434,Natural,High,3
25 February,Flood,44,51,Natural,High,9
25 February,Earthquake,17,84,Natural,Medium,1
25 February,Disease,24,328,Natural,Medium,9
25 February,Drought,10,459,Natural,High,3
25 February,Earthquake,14,89,Natural,High,10
25 February,Disease,47,31,Natural,Low,6
25 February,Storm,12,662,Natural,Medium,5
25 February,Disease,37,53,Natural,High,9
25 February,Earthquake,28,143,Natural,Low,7
25 February,Fire,14,313,Natural,Low,2
25 February,Landslide,19,697,Natural,High,1
25 February,Overgrazing,45,335,Human Made,Medium,4
25 February,Disease,6,280,Natural,High,4
25 February,Poaching,20,293,Human Made,High,2
25 February,Disease,18,516,Natural,Low,8
25 February,Fire,27,239,Natural,Low,2
25 February,Landslide,16,476,Natural,Low,5
25 February,Pollution,26,49,Human Made,Low,2
25 February,Deforestation,9,594,Human Made,Medium,9
25 February,Poaching,36,253,Human Made,High,3
25 February,Drought,21,357,Natural,High,9
25 February,Deforestation,8,355,Human Made,High,3
25 February,Disease,11,562,Natural,High,5
25 February,Disease,38,57,Natural,High,7
25 February,Disease,33,567,Natural,Medium,7
25 February,Poaching,3,532,Human Made,High,9
25 February,Pollution,36,405,Human Made,Low,10
25 February,Landslide,32,328,Natural,Low,2
25 February,Overgrazing,1,409,Human Made,Medium,9
25 February,Deforestation,36,205,Human Made,Medium,8
25 February,Fire,31,416,Natural,High,3
25 February,Poaching,33,327,Human Made,Low,5
25 February,Poaching,46,539,Human Made,Medium,7
25 February,Storm,29,573,Natural,Medium,7
25 February,Earthquake,47,300,Natural,Low,5
26 February,Fire,45,64,Natural,Low,10
26 February,Landslide,48,185,Natural,High,3
26 February,Pollution,43,502,Human Made,Low,7
26 February,Earthquake,17,158,Natural,Low,1
26 February,Earthquake,36,48,Natural,Low,4
26 February,Earthquake,47,91,Natural,High,8
26 February,Pollution,17,218,Human Made,Medium,9
26 February,Pollution,18,24,Human Made,High,3
26 February,Poaching,35,582,Human Made,Low,7
26 February,Disease,47,165,Natural,Medium,1
26 February,Deforestation,6,166,Human Made,High,10
26 February,Lightning,41,175,Natural,Medium,5
26 February,Storm,27,30,Natural,High,8
26 February,Flood,12,128,Natural,Medium,10
26 February,Drought,12,647,Natural,High,4
26 February,Earthquake,26,371,Natural,Low,7
26 February,Drought,24,478,Natural,High,8
26 February,Drought,47,597,Natural,Medium,10
26 February,Drought,17,577,Natural,High,10
26 February,Lightning,42,660,Natural,Medium,8
26 February,Fire,30,607,Natural,Medium,6
26 February,Deforestation,15,157,Human Made,Medium,7
26 February,Earthquake,20,449,Natural,High,9
26 February,Landslide,21,521,Natural,High,9
26 February,Storm,12,658,Natural,Medium,6
26 February,Storm,19,498,Natural,Medium,8
26 February,Deforestation,47,527,Human Made,Medium,8
26 February,Lightning,32,496,Natural,Medium,3
26 February,Drought,43,155,Natural,Medium,1
26 February,Pollution,8,539,Human Made,Low,2
26 February,Flood,12,105,Natural,Medium,3
26 February,Fire,23,619,Natural,High,5
26 February,Landslide,26,299,Natural,High,8
26 February,Flood,47,552,Natural,Low,8
26 February,Overgrazing,8,254,Human Made,Medium,3
26 February,Deforestation,24,389,Human Made,Low,6
26 February,Flood,10,210,Natural,Medium,3
26 February,Overgrazing,16,246,Human Made,Medium,6
26 February,Earthquake,42,445,Natural,Low,5
26 February,Earthquake,13,530,Natural,Low,7
26 February,Fire,35,339,Natural,High,2
26 February,Poaching,47,418,Human Made,High,1
26 February,Storm,5,449,Natural,Low,8
26 February,Disease,27,496,Natural,Medium,1
26 February,Flood,34,35,Natural,High,4
26 February,Poaching,41,593,Human Made,Low,5
26 February,Earthquake,5,294,Natural,Medium,9
26 February,Pollution,17,550,Human Made,Low,10
26 February,Disease,42,553,Natural,High,9
26 February,Earthquake,15,80,Natural,High,1
26 February,Storm,14,559,Natural,Low,4
26 February,Overgrazing,18,164,Human Made,High,6
26 February,Deforestation,4,66,Human Made,High,4
26 February,Disease,38,396,Natural,Medium,8
26 February,Lightning,14,110,Natural,High,5
26 February,Flood,36,549,Natural,Medium,3
26 February,Landslide,39,383,Natural,Low,1
26 February,Storm,36,210,Natural,Low,3
26 February,Storm,29,339,Natural,Low,5
26 February,Landslide,37,627,Natural,Low,5
26 February,Storm,22,0,Natural,High,3
26 February,Disease,12,559,Natural,High,2
26 February,Deforestation,28,412,Human Made,Low,2
26 February,Storm,35,597,Natural,Medium,5
26 February,Landslide,5,667,Natural,Medium,4
26 February,Drought,16,124,Natural,High,8
26 February,Poaching,8,83,Human Made,High,2
26 February,Landslide,47,586,Natural,High,3
26 February,Deforestation,38,473,Human Made,Low,1
26 February,Fire,11,475,Natural,High,1
26 February,Fire,28,581,Natural,High,8
26 February,Overgrazing,15,475,Human Made,Medium,2
26 February,Poaching,15,178,Human Made,Low,4
26 February,Flood,48,27,Natural,Medium,5
26 February,Pollution,14,639,Human Made,Medium,1
26 February,Disease,25,400,Natural,Low,3
26 February,Fire,41,534,Natural,High,6
26 February,Fire,1,238,Natural,Medium,10
26 February,Overgrazing,39,161,Human Made,High,5
26 February,Poaching,32,579,Human Made,Medium,6
26 February,Flood,40,171,Natural,Low,6
26 February,Storm,24,645,Natural,Low,3
27 February,Earthquake,27,77,Natural,Low,10
27 February,Deforestation,13,572,Human Made,High,6
27 February,Fire,30,460,Natural,High,9
27 February,Fire,37,362,Natural,High,5
27 February,Landslide,6,278,Natural,Medium,8
27 February,Storm,44,26,Natural,Low,2
27 February,Pollution,25,591,Human Made,High,6
27 February,Storm,14,562,Natural,High,4
27 February,Drought,7,208,Natural,Low,3
27 February,Pollution,16,493,Human Made,High,2
27 February,Deforestation,43,521,Human Made,Low,7
27 February,Overgrazing,4,557,Human Made,High,1
27 February,Drought,12,454,Natural,Medium,3
27 February,Poaching,40,136,Human Made,Medium,5
27 February,Earthquake,48,138,Natural,Medium,9
27 February,Lightning,8,437,Natural,Medium,3
27 February,Deforestation,5,91,Human Made,High,9
27 February,Storm,10,472,Natural,Low,10
27 February,Landslide,1,150,Natural,Low,10
27 February,Poaching,4,531,Human Made,High,8
27 February,Landslide,29,330,Natural,High,4
27 February,Fire,49,33,Natural,Low,7
27 February,Deforestation,28,583,Human Made,Low,6
27 February,Deforestation,38,621,Human Made,High,7
27 February,Disease,20,473,Natural,Medium,6
27 February,Lightning,31,197,Natural,High,1
27 February,Storm,25,507,Natural,Medium,1
27 February,Drought,11,352,Natural,Medium,9
27 February,Poaching,37,382,Human Made,Medium,10
27 February,Flood,28,489,Natural,High,4
27 February,Earthquake,20,396,Natural,High,8
27 February,Deforestation,20,439,Human Made,Low,3
27 February,Overgrazing,42,696,Human Made,Medium,7
27 February,Pollution,48,442,Human Made,Low,4
27 February,Lightning,19,97,Natural,High,2
27 February,Deforestation,29,44,Human Made,Medium,5
27 February,Overgrazing,50,622,Human Made,High,6
27 February,Poaching,8,171,Human Made,High,1
27 February,Deforestation,8,566,Human Made,Medium,10
27 February,Fire,42,329,Natural,Medium,10
27 February,Flood,18,166,Natural,High,2
27 February,Pollution,27,199,Human Made,Medium,8
27 February,Deforestation,14,697,Human Made,Medium,8
27 February,Drought,21,619,Natural,Medium,3
27 February,Fire,49,445,Natural,Low,1
27 February,Overgrazing,45,183,Human Made,Low,6
27 February,Lightning,1,454,Natural,Medium,1
27 February,Fire,39,241,Natural,Medium,4
27 February,Lightning,42,163,Natural,Medium,3
27 February,Fire,27,328,Natural,Low,5
27 February,Earthquake,35,278,Natural,High,7
27 February,Poaching,21,629,Human Made,Low,2
27 February,Lightning,13,342,Natural,Low,5
27 February,Deforestation,18,502,Human Made,High,7
27 February,Flood,44,307,Natural,Medium,10
27 February,Lightning,29,373,Natural,Medium,9
27 February,Pollution,8,646,Human Made,Medium,9
27 February,Drought,7,278,Natural,Medium,9
27 February,Fire,32,432,Natural,Low,2
27 February,Landslide,13,372,Natural,Low,1
27 February,Poaching,23,309,Human Made,Low,7
27 February,Deforestation,15,490,Human Made,Low,3
27 February,Flood,20,549,Natural,High,9
27 February,Landslide,32,302,Natural,High,10
27 February,Drought,45,592,Natural,Low,1
27 February,Fire,22,324,Natural,Low,10
27 February,Drought,14,411,Natural,High,10
27 February,Lightning,12,442,Natural,Medium,2
27 February,Pollution,38,40,Human Made,Low,3
27 February,Poaching,5,229,Human Made,High,4
27 February,Deforestation,8,270,Human Made,Low,7
27 February,Lightning,44,98,Natural,High,10
27 February,Flood,50,540,Natural,High,6
27 February,Overgrazing,9,635,Human Made,High,6
27 February,Disease,37,282,Natural,Medium,3
27 February,Poaching,39,438,Human Made,Medium,3
27 February,Earthquake,25,217,Natural,High,8
27 February,Flood,5,454,Natural,High,6
27 February,Pollution,33,18,Human Made,High,9
27 February,Disease,4,361,Natural,Low,9
27 February,Overgrazing,50,380,Human Made,High,6
27 February,Poaching,33,479,Human Made,High,4
28 February,Storm,21,575,Natural,Low,5
28 February,Drought,3,600,Natural,Medium,4
28 February,Disease,11,667,Natural,Low,5
28 February,Fire,45,66,Natural,Medium,6
28 February,Earthquake,45,665,Natural,Medium,6
28 February,Flood,44,308,Natural,Low,5
28 February,Deforestation,7,416,Human Made,High,3
28 February,Disease,42,513,Natural,High,1
28 February,Poaching,17,137,Human Made,High,1
28 February,Deforestation,1,676,Human Made,High,9
28 February,Disease,20,679,Natural,Low,1
28 February,Fire,26,617,Natural,Low,3
28 February,Poaching,50,86,Human Made,High,6
28 February,Landslide,16,562,Natural,Low,3
28 February,Fire,25,631,Natural,High,4
28 February,Flood,44,161,Natural,High,10
28 February,Poaching,37,290,Human Made,Low,6
28 February,Flood,15,489,Natural,Low,10
28 February,Poaching,5,228,Human Made,Low,1
28 February,Earthquake,50,670,Natural,Low,3
28 February,Landslide,12,67,Natural,Medium,10
28 February,Fire,49,596,Natural,High,4
28 February,Pollution,21,541,Human Made,High,10
28 February,Deforestation,9,296,Human Made,High,2
28 February,Flood,27,293,Natural,High,2
28 February,Disease,49,482,Natural,Low,10
28 February,Deforestation,43,427,Human Made,Medium,6
28 February,Pollution,38,610,Human Made,Medium,1
28 February,Disease,26,700,Natural,High,3
28 February,Disease,29,258,Natural,Medium,7
28 February,Storm,7,38,Natural,Low,5
28 February,Overgrazing,11,623,Human Made,High,8
28 February,Lightning,12,334,Natural,High,1
28 February,Lightning,9,668,Natural,High,9
28 February,Deforestation,49,114,Human Made,Low,3
28 February,Lightning,37,475,Natural,Medium,7
28 February,Earthquake,30,523,Natural,Medium,1
28 February,Flood,45,455,Natural,Low,3
28 February,Landslide,5,238,Natural,High,2
28 February,Flood,10,106,Natural,High,1
28 February,Pollution,25,480,Human Made,Medium,4
28 February,Fire,48,692,Natural,Medium,5
28 February,Storm,12,203,Natural,Medium,5
28 February,Overgrazing,45,667,Human Made,Low,10
28 February,Disease,5,53,Natural,Medium,3
28 February,Overgrazing,21,4,Human Made,Low,9
28 February,Disease,39,486,Natural,Medium,8
28 February,Storm,45,462,Natural,Medium,9
28 February,Disease,8,523,Natural,High,1
28 February,Pollution,2,554,Human Made,Medium,4
28 February,Fire,6,294,Natural,Low,2
28 February,Overgrazing,2,134,Human Made,Medium,3
28 February,Deforestation,32,372,Human Made,High,7
28 February,Drought,14,65,Natural,Medium,3
28 February,Poaching,24,402,Human Made,High,9
28 February,Fire,39,587,Natural,Medium,7
28 February,Drought,49,54,Natural,Low,4
28 February,Pollution,3,612,Human Made,Low,2
28 February,Drought,11,339,Natural,Low,5
28 February,Overgrazing,19,513,Human Made,Low,1
28 February,Flood,23,420,Natural,Medium,10
28 February,Earthquake,38,199,Natural,Medium,5
28 February,Earthquake,21,283,Natural,Medium,7
28 February,Earthquake,31,372,Natural,Medium,7
28 February,Fire,2,684,Natural,Medium,6
28 February,Disease,2,524,Natural,Low,1
28 February,Disease,13,164,Natural,High,2
28 February,Overgrazing,15,68,Human Made,High,4
28 February,Storm,5,561,Natural,High,7
28 February,Overgrazing,38,57,Human Made,Low,5
28 February,Drought,13,251,Natural,Low,3
28 February,Flood,31,666,Natural,High,8
28 February,Lightning,5,367,Natural,High,10
28 February,Pollution,7,331,Human Made,Low,2
28 February,Fire,14,110,Natural,High,5
28 February,Flood,38,545,Natural,Medium,2
28 February,Earthquake,20,574,Natural,High,3
28 February,Poaching,26,514,Human Made,High,8
28 February,Poaching,30,466,Human Made,Low,7
28 February,Drought,45,530,Natural,High,6
28 February,Landslide,10,673,Natural,Low,2
28 February,Drought,21,647,Natural,Medium,7
01 March,Deforestation,3,260,Human Made,High,7
01 March,Earthquake,38,421,Natural,High,10
01 March,Landslide,26,560,Natural,High,3
01 March,Pollution,11,299,Human Made,Medium,9
01 March,Landslide,46,500,Natural,Medium,2
01 March,Disease,37,174,Natural,High,10
01 March,Deforestation,30,619,Human Made,High,6
01 March,Overgrazing,3,651,Human Made,Medium,10
01 March,Lightning,30,482,Natural,Medium,5
01 March,Lightning,42,684,Natural,Medium,5
01 March,Overgrazing,12,303,Human Made,Low,8
01 March,Fire,12,257,Natural,Medium,10
01 March,Storm,9,320,Natural,High,4
01 March,Earthquake,16,239,Natural,High,8
01 March,Drought,25,42,Natural,Low,3
01 March,Drought,42,538,Natural,Medium,9
01 March,Drought,35,566,Natural,High,10
01 March,Storm,18,584,Natural,High,5
01 March,Earthquake,27,127,Natural,Medium,3
01 March,Poaching,3,52,Human Made,Medium,2
01 March,Drought,36,34,Natural,Low,3
01 March,Poaching,33,492,Human Made,Medium,7
01 March,Earthquake,9,617,Natural,High,3
01 March,Disease,5,575,Natural,Low,4
01 March,Flood,50,439,Natural,High,4
01 March,Pollution,27,228,Human Made,Low,3
01 March,Flood,33,579,Natural,Medium,5
01 March,Storm,33,632,Natural,Medium,8
01 March,Drought,25,624,Natural,High,3
01 March,Storm,30,124,Natural,Medium,4
01 March,Poaching,38,196,Human Made,Medium,6
01 March,Landslide,5,335,Natural,Low,2
01 March,Storm,46,41,Natural,Low,4
01 March,Poaching,9,96,Human Made,High,3
01 March,Drought,23,587,Natural,Low,8
01 March,Fire,18,451,Natural,Low,2
01 March,Lightning,23,369,Natural,Low,9
01 March,Flood,32,23,Natural,High,10
01 March,Pollution,31,490,Human Made,Medium,10
01 March,Overgrazing,37,77,Human Made,High,2
01 March,Fire,17,46,Natural,High,6
01 March,Drought,30,434,Natural,Low,4
01 March,Drought,45,192,Natural,Medium,7
01 March,Disease,4,246,Natural,Medium,9
01 March,Lightning,19,648,Natural,Medium,6
01 March,Poaching,48,541,Human Made,High,6
01 March,Storm,8,287,Natural,Low,7
01 March,Landslide,41,342,Natural,Low,3
01 March,Pollution,5,479,Human Made,Low,10
01 March,Earthquake,38,136,Natural,Low,5
01 March,Deforestation,11,291,Human Made,Low,1
01 March,Pollution,13,189,Human Made,Medium,6
01 March,Deforestation,41,196,Human Made,Medium,2
01 March,Deforestation,13,141,Human Made,Low,10
01 March,Flood,18,66,Natural,Medium,7
01 March,Drought,10,32,Natural,High,1
01 March,Flood,8,116,Natural,High,5
01 March,Poaching,3,335,Human Made,High,6
01 March,Flood,8,351,Natural,Medium,3
01 March,Flood,42,442,Natural,Low,1
01 March,Flood,17,316,Natural,Low,7
01 March,Storm,49,697,Natural,Medium,9
01 March,Deforestation,48,153,Human Made,Medium,1
01 March,Lightning,48,339,Natural,Low,10
01 March,Overgrazing,18,406,Human Made,Medium,5
01 March,Earthquake,18,327,Natural,High,6
01 March,Lightning,41,3,Natural,Low,9
01 March,Drought,40,271,Natural,High,4
01 March,Deforestation,46,316,Human Made,Medium,9
01 March,Storm,7,484,Natural,Low,3
01 March,Poaching,4,575,Human Made,Low,6
01 March,Flood,30,107,Natural,Medium,10
01 March,Deforestation,29,642,Human Made,Low,4
01 March,Fire,34,519,Natural,High,6
01 March,Lightning,9,648,Natural,High,4
01 March,Disease,8,618,Natural,Medium,3
01 March,Deforestation,14,622,Human Made,High,5
01 March,Lightning,30,583,Natural,Low,6
01 March,Earthquake,6,53,Natural,High,10
01 March,Fire,35,516,Natural,Medium,2
01 March,Fire,15,223,Natural,High,3
01 March,Storm,5,240,Natural,High,10
02 March,Drought,4,624,Natural,Medium,2
02 March,Fire,13,373,Natural,Low,7
02 March,Poaching,2,425,Human Made,Medium,9
02 March,Poaching,43,338,Human Made,High,5
02 March,Flood,15,165,Natural,High,5
02 March,Drought,27,572,Natural,Low,10
02 March,Deforestation,46,686,Human Made,Medium,5
02 March,Lightning,9,61,Natural,Low,1
02 March,Flood,2,201,Natural,Low,3
02 March,Earthquake,40,582,Natural,Medium,4
02 March,Lightning,1,124,Natural,Medium,9
02 March,Deforestation,2,0,Human Made,Low,9
02 March,Overgrazing,39,251,Human Made,Medium,1
02 March,Storm,39,502,Natural,Medium,4
02 March,Storm,21,152,Natural,Low,4
02 March,Pollution,37,424,Human Made,Medium,10
02 March,Storm,17,487,Natural,Low,8
02 March,Storm,25,612,Natural,High,5
02 March,Disease,2,103,Natural,Low,10
02 March,Deforestation,36,683,Human Made,Low,1
02 March,Landslide,24,14,Natural,Low,6
02 March,Storm,7,495,Natural,Medium,1
02 March,Lightning,31,249,Natural,High,7
02 March,Flood,10,244,Natural,High,7
02 March,Poaching,34,495,Human Made,Medium,8
02 March,Pollution,47,603,Human Made,High,5
02 March,Fire,27,159,Natural,Medium,8
02 March,Landslide,11,445,Natural,Medium,2
02 March,Fire,31,135,Natural,High,8
02 March,Fire,9,151,Natural,Medium,4
02 March,Deforestation,13,643,Human Made,Low,1
02 March,Poaching,9,335,Human Made,Medium,8
02 March,Poaching,24,629,Human Made,Low,10
02 March,Fire,6,415,Natural,High,7
02 March,Earthquake,30,640,Natural,Medium,5
02 March,Flood,47,387,Natural,Low,1
02 March,Fire,2,482,Natural,Low,3
02 March,Landslide,12,643,Natural,High,6
02 March,Fire,10,645,Natural,Low,2
02 March,Pollution,16,338,Human Made,Low,5
02 March,Disease,33,203,Natural,Medium,8
02 March,Disease,22,16,Natural,Medium,1
02 March,Fire,12,349,Natural,Medium,2
02 March,Lightning,13,71,Natural,High,1
02 March,Earthquake,29,74,Natural,High,6
02 March,Fire,49,521,Natural,Medium,2
02 March,Landslide,29,398,Natural,Medium,9
02 March,Overgrazing,49,603,Human Made,Low,9
02 March,Drought,36,529,Natural,High,8
02 March,Drought,26,31,Natural,High,8
02 March,Storm,12,217,Natural,Low,9
02 March,Disease,35,334,Natural,High,8
02 March,Earthquake,14,383,Natural,Low,7
02 March,Lightning,44,115,Natural,High,6
02 March,Storm,50,26,Natural,High,3
02 March,Drought,1,660,Natural,Low,3
02 March,Disease,27,386,Natural,Low,7
02 March,Overgrazing,34,346,Human Made,Medium,1
02 March,Landslide,28,314,Natural,Low,4
02 March,Deforestation,12,397,Human Made,Medium,5
02 March,Fire,22,290,Natural,Low,2
02 March,Lightning,48,67,Natural,Medium,7
02 March,Fire,48,369,Natural,Medium,6
02 March,Pollution,48,96,Human Made,Low,10
02 March,Earthquake,46,377,Natural,High,9
02 March,Fire,30,678,Natural,Low,5
02 March,Landslide,36,176,Natural,High,4
02 March,Flood,41,109,Natural,Low,5
02 March,Earthquake,49,556,Natural,Medium,7
02 March,Drought,12,109,Natural,High,10
02 March,Earthquake,49,315,Natural,High,1
02 March,Pollution,3,455,Human Made,High,5
